Mean pos	Mean neg	Runners World forum text
2	2	ODE I'll mail you tonight mate, cheers as will be ordering these lights ASAP. OMFG, I'm now 10th in the marathon alltime list.. this isn't good.. literally holding on by my fingernails isn't nice.. about to drop into the abyss. Right, where's a local marathon :-) . Pug :-) 
1	2	If you bequeathed and don't get a place, when do you know that you've been unsuccessful?
3	1	Have a good break, Debstir, and come back rested and refreshed to start your training! Beachy is next Saturday.
2	3	Bah, stupid Halifax! Nothing at all there, of any description. Don't despair people - there's always tomorrow! Ed - GO TO BED! 
2	1	'Those socks' obviously referring to these beauties. But would other people wear them if they thought they would help to win races?
2	2	Caro I understand completely. It will go, honest. But you really do need to take it easy til that cold clears. A couple of years ago I had a runner with one of my groups who had a cold. She ran with me and we did speed reps. She ended up with double pneumonia! So be warned. Rest and lots of warm fluids is best. When they say feed a cold I think they mean just to ensure you have plenty of vitamins and minerals etc (from the days when people had really bad diets) So lots of vitamin C and do as much (or little) as you feel up to.
3	1	The Dangerous Book for Boys is a superb read! I got one for my birthday, loads of handy things in there including how to win at conkers and how to build the ultimate treehouse.
2	2	Coxy . i can see there buildings from my window. What have i done, ive just entered the Benfleet 15 on 27th January multi terrain. and iam a bit of a woosie in muddy conditions. oh well chin DTB you will be on the mend soon iam sure.
2	1	Looking at the route, I like the idea of the later stages on day 1 in Epping Forest and the North Downs Way sections on day 2. Not too long, and quite hilly.
1	1	Richard, are the programs available online somewhere?
2	1	Hi all, went out for a short run on the track. Lots of wind and rain managed to run at a comfortable pace. This gives me confidence to try and achieve 35 min or there abouts in the 5 mile race on Sunday. It will be a PB what ever happens as I have never done a 5 mile race before. 4.3miles@7.11m/m=30m57s ave HR 164-82% max HR 186 max speed 12.6mph. 
2	2	DL. 2 weeks isn't so bad, and its good timing for family brownie points. Get the swimming done instead.
2	1	just get out and run - you know the basics - build in rest days and work on building distance. Try a run tomorrow to see where you are in terms of fitness.
5	1	Have fun everyone!!!!!!!!!!!!!!!!!!
2	2	Pug, I raced 3 times and did intervals between Crimbo and New Years day :-0. JEJ, either you complimented me for my efforts or you are calling me slow for taking so long to do the miles :-0
2	2	Oh yes of course Dave - they come in handy for wading through fields of horse poo and mud! Right. Off for my 6-8 miles before my group tonight. Got a beginner starting so be back to run/walk for a bit. Happy training :) 
3	2	 Wardi I failed to run sub 1.30 at Milton KeynesHM 06 and shortly after ran a 3.01 PB at Abingdon 06. I wouldn't get too down about a performance in just one race. I remember talking to you post FLM07. My advice (for what it's worth) is just keep working. I have run 4 PB's in 2007, having started road racing aged 46. Sadly none over the marathon distance, but I'm convinced by the way I feel that I'm still getting faster and stronger the more I train. I am lucky enough to sometimes chat to rivals. One of them told me they started aged 38 and reckoned they peaked at 52. The guy is now 58 and considerably faster than me. Keep on trucking. It's a long road, but hopefully we will both get our over 50 sub 3. Best Wishes. Dull . 
2	2	The OCD got the better of the CNBA, so I went out for the lunchtime reps session4 x (5 min hard + 30 sec off + 1 min hard + 90 sec off)The last long rep was stopped halfway as the lead guy went over on his ankle - he was ok, so after a couple of minutes we finished with a fast 3 min. A tough session, esp when running into the wind. . Like Joolska, I don't mind occasionally running for charity, but I don't like assumption that the two go hand in hand by default. When MrsC and I got married in '06 we took the view that as we had being living together for the previous 11 yrs, already had 2 kids, mortgage etc we didn't want wedding presents so we asked people to sponsor us. Our friends/family were very generous at the time, so I wouldn't want to ask people again.
3	2	Good running Martin! Doesn't matter if runs are a little shorter than the schedule, wouldn't worry too much. Back from my intervals, really enjoyed them yet again - yay! Did 7 x 800m fast with 2 min recoveries. still don't do them spectacularly fast, think the fastest averaged 7.30mm pace and the slowest was around 10!! (v. steep hill though). Quick question re: hill-running. Do you guys run hills on your toes??? Feels like such an amateur question to ask, but have only just noticed what a different it makes, it's incredible!! HOWEVER, right big toenail is black again and very weak, so not sure they like it so much. 
2	3	Afternoon all. Another outbreak of sensibility this end. Had a carp night, kept waking up cos of the lurgy, so decided to forego the planned lsr and slept instead. No running til Monday at the earliest this end now. Still, at least I got 50+ in the bag. Just a shame I missed out on the other planned 40...... Sorry to see there's other lurgified folks, but better now than 2-3 months time! Don't know what's going on with everybody being sensible. Must be something in the water! At this rate I reckon next week will be primarily slow mileage again, which will leave me with a 9 week build up and a 2 week taper. Should be more than enough to get my tergat I think. gatorade - league? KM - I wear adidas supernova cushion too. Have you found a replacement for them cos the new models are wider across the midfoot, or does that not affect you? Good luck to all weekend racers.
