mean pos	mean neg	YouTube Text
3	1	Cant wait to hear Jeezys new mixtape :D
4	1	Great job with this song and video Dustin!!
1	5	@saywatThafuckiwant this isnt nu metal its metalcore asshole.
1	4	the bird ruins it. i hate birds their voices are annoying
2	2	I had 3 friends on this band. Dart, Jim, and Walter Clark's replacement, Tommy Gordon.
3	1	This is one of my favorite videos too!
3	1	Wow hickory got upgraded nice.
5	1	Hey Juliana We miss you here in New York. This is AWESOME and AMAZING just like you!!! Mrs. Brice-Hyde's period 10 Government class!!!
1	4	@MrJuanmireles your so stupid!
5	1	I absolutely LOVE this song
4	1	hahaha!!! I would love to have that job! I'd get crazy to get the exclusive, muahaha!! ^^
1	1	Are the high school choirs in the back?
3	1	He should be with Selena Gomez .They were cute together.
1	4	@jpizzy9689 i agree, most these people that fight on here i doubt they even grew up in the country, cause if they did those boys and girls would learn some damn respect and stop treating each other like crap
1	2	Hey u forgot 2 mention how the Nexus might interfere in the cage match
1	1	VI CONSIGLIO IL LIBRO DEL DOTTOR FRANCESCO PERUGINI BILLI "MANGIA GRASSO VIVI BENE" tutti i vostri dubbi sull'argomento e non solo saranno chiarificati!!
2	1	I like how Hill was able to integrate himself into a new setting with Magic.
2	3	i'm getting tired of the drama and i'm almost finished lolz
1	1	Gracias por subir la pelicula completa.
4	4	miley sucks. jonas brothers are great :)
5	1	I will never get tired of this movie.MY FAVOURITE MOVIE EVER.<3
3	1	This song is dopeness, I cosign the desire ti hear a mixture of the Foxes styles.
1	2	@TheUltraNinja You noobs can easily remove it. just look at the URL you are one. and delete the parts after "%" and press enter.
2	1	Notice H2 / Lindlar catalyst yeilds a cis (zusammen) configuration,A good memory aid I developed: My cis lindlar (Get it?)
1	1	does anybody know where i can find exorcist the beginning???
2	3	could yes, but probably not. fedor took care of herring better than lesnar and carwin had real trouble keeping it standing w/ ganzaga til he knocked him out (granted, gonzagas a beast). Mirs going to need mental recovery from the lesnar beating and will prob be out for a while. I wouldn't put odds on any of them against fedor. but yeah, they might beat him, just not likely. fedors faster than any of them, strong, and has fight smarts. granted, shane and lesnar are prob stronger.
4	1	Togara you must get into the voice-over industry ... you have incredible vocal dynamics!
4	1	Love the old school music. Thanks for the very entertaining information!
4	1	you gotta search ONE TOOTH PIMP, really funny , ONE TOOTH PIMP. ONE TOOTH PIMP, LEAVE COMMENT IF U THINK IT IS FUNNY, I think it is creative and hyst
1	1	hahaha aduhhh lucu bikin perut mual aja
4	1	This looks really good!! I want to see it!
4	1	my favorite unforgiven song :]the video is incredible too
2	4	hahah wtf was that lil mfer in the grey hoodie doing lol lil pussy
3	1	Yeah! Kevin Durand!
1	4	And ofcourse the Cracker Azz Pig wasted another of my Tax $!!!
4	1	DAMN DARNELL IZ 2 FINEEEEEEE!!!!
2	2	yea lol I remember that I was so disappointed
1	3	Im somali and i think this song is sick too.
4	1	Yes, they do help, love the videos. They translate into many different hobbies, especially the how-to stuff.
3	2	MMD doesnt like Ritsu. I love his outfit shorter, it makes him look so sexy. But it has the "If Japanese Font is included in the file, please rewrite in english". I already have and Ive downloaded him like three times...Im rly sad
1	4	First off he has juggernaut and second off rpg are under powerd and third you are stupid -_-
1	1	It's about a high school boy who only likes older women who finds out he's been married to a twelve-year-old. Nobody asked him if he wanted to be, he just is. The couple are the two you see in this video. Then there's this guy at school and...
4	1	this song rips.....awesome tune!
3	1	Thats amazing he was totally bald before. Can you do African hair?
1	1	bacana essa musica ? do Edy Lemos!?
3	1	@MissYessie11 Thanks!
1	2	Why would they not focus on a classic Tuvok episode if they were interviewing 'Tuvok'...?
1	1	213 Rollin 20 Ea$t $ide C^Rip Crip Love A.B.Z Love
2	3	Once again you hit the nail on the head! It is amazing how when it comes to Santa Clarita city government vs the residents of Santa Clarita there are always double standards. As I said before time to clean house!!!!! Keep it up NFF!!!!
2	1	tim day came to my school once
1	1	Dawn
3	1	Hugh,This video, I think is one of your best, the look and message are right on for a "Prosperity Cast Network" video message.Devin Hunter
1	1	firsrt
2	2	most of you well know chris started seeing and studying the demons after a Roman Catholic up bringing was well studyed in The Spiritual Exercises of Ignatius Loyola, Some say he never finished working for MI5, and was well supported on building disinformation groups in the UK this blows into full swing to help with civil unrest agent provocateurs LIKE Chris Everard work towards Martial law by helping divide and rule by setting up groups in the UK
1	1	Haven't the casinos been using the facial recognition software for years to spot blackjack players who count cards and stuff?
1	3	So you've got to leave your vehicle running for 8 hours whilst on site where someone can steel it!!!
3	1	Dearest Sam, you 'speak the undesirable truth' in such a way that you make us see that it is all we can desire. I think that you will 'dare to go where He leads' because you know (and make us all see)that elsewhere is into nothingness. God bless you beloved friend.
5	1	Julie is a true heroine. She is a ray of sunshine in the darkness.
1	4	Don,t send trashy comments to this site! If you don't have something good to say, don't speak, it just makes you look bad!
2	1	whipping it around on the screen lol
1	3	So is the point of this game to be an out of shape loser? Why would you pay fifty dollars to do that?
1	2	@facesofdiabetes I see that you have censorship. Why?
1	2	why can only lanky turn into enguarde?
2	2	@SyrianKnight01 The liner on the ZT knife is a bit thicker than the liner on my CQC-16 Emerson. ~Sensei Israel
3	1	i love this song
4	1	DIS SHIT GO HARD!!! LOVE IT!!
1	1	REAL GENERATOR: v=WuT480hVjlc
3	1	OMG GOTTA DO THAT!!!
2	2	Dark matter anyone?
3	1	1 degree of seperation! You are so fortunate to have been so close with such an artistic treasure. Thanks for sharing your comments.
1	2	he kill every thing
2	2	WE just put up one today, that new one...you should check it-keegan
3	3	hahahhahhahahm, WTF????
3	1	a lovely reading of a lovely poem.
1	3	In a month Bama fans will have a lot in common with USC fans. Well except that USC fans don't use outhouses or screw their sisters.
4	1	BACON!!!! WHOOOTTTT!!!!!
4	1	so cool!!! Gotta love that foggy hawaii!!
4	1	And a beautiful comment, sweetheart! Thank you for the wonderful feedback - we both deeply appreciate it!
1	5	fucking you tube fucking up agian!
1	1	What are you painting on in this?
3	3	If only Lindsay had been a Diff'rent Strokes fan.LMFAO! How mean!
3	1	theyre amazing guns360 fps!
3	3	Rod serling of the Twilight Zone realized smartly that the Lusitania was a much,. much more imporatnt ship than the Titanic. He wrotea n hour long TZ ep where a man travels back in time to try to stop the Lusitania from getting torpedoed. Serling knew the Lusitania brought the US into WW1 where as the Titanic brought no country into anything!
3	3	Years ago I used to spend a week in Fort William every year for the spring, weather was always good to me and the company was fantastic. Sadly I had to take a break from these trips for personal reasons in the mid 90's but by 2000 ish I managed to get there again. Never in my entire life have ever regretted making such a trip, never been there since and I'll never cross that border again.
2	2	It's set in Nazi Infested Paris, you liberate it from the nazi's by doing various tasks, but their's loads to side quests to do as well. It's like...GTA with a ..oldies look, I'd recommend it.
3	1	omg her voice is so pure and full... thank God that there are still people out there willing to use the gifts He's given them.... and i also love her glasses.
3	1	love the video post...thanks!
1	4	Screw Unni..that witch!
1	2	why is there morse code transitions still on todays modern radio? i dont get it d:
2	1	lolz
5	1	Thank you so much for all the videos! I laughed so hard my stomach hurts. I really REALLY miss this show. Great job and thanks again!!!
1	1	I took a test on facebook, to see what my theme tune was, and this is it
2	1	Am I the only one here who feels reminiscent about their childhood when they see this game? lol, good times.
2	1	nice song. CARL
3	1	That's awesome! What does it look like?
2	2	It doesn't look jerky it looks more like loads of screen shots
3	1	2:45 awsome
2	2	@hathatihat I have indeed been "leaving" under a rock. Thanks for pointing that out.
1	1	hoygan donde puedo grabar esta cancion
4	1	awesomeness....thanks for sharing
1	2	yea i know but that package only comes with on LE model and only XLE and limited nav
